Accession,Isolate_ID,Originating_lab,Submitting_lab,Subtype
EPI638808 | B/HAMAMATU-C/15102/2015_MDCK2_HA,EPIISL194903,Hamamatsu City Health Environment Research Center,National Institute of Infectious Diseases (NIID),BVic
EPI638679 | 3000384309_270723_v1_4,EPIISL194885,North Dakota Department of Health,Centers for Disease Control and Prevention,BVic
EPI638665 | 3000385595_270328_v1_4,EPIISL194883,New Mexico Department of Health,Centers for Disease Control and Prevention,BVic
EPI638561 | 3000412702_272989_v1_4,EPIISL194869,State of Hawaii Department of Health,Centers for Disease Control and Prevention,BVic
EPI636621 | 15S2123,EPIISL194621,Monash Medical Centre,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI636354 | 15S1710,EPIISL194564,Queensland Health Scientific Services,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI632893 | 3000399539_272575_v1_4,EPIISL193667,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI632514 | 3000411817_272822_v1_4,EPIISL193616,Alaska State Virology Lab,Centers for Disease Control and Prevention,BVic
EPI630969 | 3000385641_271199_v1_4,EPIISL193236,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI630953 | 3000385644_271187_v1_4,EPIISL193234,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI630945 | 3000385680_271180_v1_4,EPIISL193233,State of Idaho Bureau of Laboratories,Centers for Disease Control and Prevention,BVic
EPI630888 | 3000384352_271644_v1_4,EPIISL193225,Florida Department of Health-Tampa,Centers for Disease Control and Prevention,BVic
EPI630554 | b-hong_kong-1183-2015haY,EPIISL193079,Government Virus Unit,Crick Worldwide Influenza Centre,BVic
EPI629520 | 3000399258_272023_v1_4,EPIISL192688,Russian Academy of Medical Sciences,Centers for Disease Control and Prevention,BVic
EPI624836 | b-ryazan-2-2015haF,EPIISL191914,WHO National Influenza Centre Russian Federation,Crick Worldwide Influenza Centre,BVic
EPI624788 | b-krasnoyarsk-1-2015haF,EPIISL191890,WHO National Influenza Centre Russian Federation,Crick Worldwide Influenza Centre,BVic
EPI623904 | B/Paris/1566/2015,EPIISL191634,Institut Pasteur,Institut Pasteur,BVic
EPI621901 | b-finland-530-2015haA,EPIISL190982,National Institute for Health and Welfare,Crick Worldwide Influenza Centre,BVic
EPI603545 | 3000398606_269476_v1_4,EPIISL182744,Georgia Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI603190 | 3000383708_268896_v1_4,EPIISL182699,Rhode Island Department of Health,Centers for Disease Control and Prevention,BVic
EPI590972 | 3000096456_267788_v1_4,EPIISL179674,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,BVic
EPI586978 | 3000096234_265702_v1_4,EPIISL178158,Utah Department of Health,Centers for Disease Control and Prevention,BVic
EPI582447 | 3000096493_267785_v1_4,EPIISL177162,ADPH Bureau of Clinical Laboratories,Centers for Disease Control and Prevention,BVic
EPI574762 | b-ghana-dari-14-0303-2014haD,EPIISL175105,University of Ghana,National Institute for Medical Research,BVic
EPI569246 | 3000098184_265047_v1_4,EPIISL173843,Wyoming Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI569027 | 3000094746_265310_v1_4,EPIISL173800,Nebraska Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI566991 | B/Kyoto/13SK043/2014,EPIISL173144,,Niigata University,BVic
EPI562797 | B/Sao Paulo/2513/2015,EPIISL172309,Instituto Adolfo Lutz,Instituto Adolfo Lutz,BVic
EPI562711 | 3000092890_260214_v1_4,EPIISL172230,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,BVic
EPI562671 | 3000098025_263465_v1_4,EPIISL172210,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,BVic
EPI562661 | 3000097969_263446_v1_4,EPIISL172205,Ohio Department of Health Laboratories,Centers for Disease Control and Prevention,BVic
EPI562197 | 2015-CX0218.4,EPIISL171901,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI554778 | 2014-CX0875.4,EPIISL169699,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI552528 | 3000092874_260119_v1_4,EPIISL169183,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,BVic
EPI552518 | 3000092317_260348_v1_4,EPIISL169178,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,BVic
EPI552061 | B/Distrito Federal/89679/2014,EPIISL169073,Instituto Adolfo Lutz,Instituto Adolfo Lutz,BVic
EPI550817 | 3000092315_259662_v1_4,EPIISL168682,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,BVic
EPI544250 | 2014768800_258424_v1_4,EPIISL166954,Central Laboratory of Public Health,Centers for Disease Control and Prevention,BVic
EPI543163 | b-buenosaires-10987831-2014haU,EPIISL166752,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,BVic
EPI543159 | b-buenosaires-10978573-2014haL,EPIISL166750,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,BVic
EPI541356 | 14S1711,EPIISL166201,National Influenza Center,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI540608 | 2014767559_257145_v1_4,EPIISL165853,State of Hawaii Department of Health,Centers for Disease Control and Prevention,BVic
EPI540570 | 2014768193_256178_v1_4,EPIISL165839,Utah Department of Health,Centers for Disease Control and Prevention,BVic
EPI538199 | 2014766929_256362_v1_4,EPIISL164897,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI538181 | 2014767078_256686_v1_4,EPIISL164888,State of Hawaii Department of Health,Centers for Disease Control and Prevention,BVic
EPI538177 | 2014767067_256684_v1_4,EPIISL164886,IRSS,Centers for Disease Control and Prevention,BVic
EPI538128 | 2014768125_255996_v1_4,EPIISL164869,WHO Chinese National Influenza Center,Centers for Disease Control and Prevention,BVic
EPI532934 | 2014702552_253377_v1_4,EPIISL163153,California Department of Health Services,Centers for Disease Control and Prevention,BVic
EPI515570 | 2014702326_249081_v1_4,EPIISL158964,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,BVic
EPI515533 | 2014702404_250044_v1_4,EPIISL158957,National Influenza Reference Laboratory,Centers for Disease Control and Prevention,BVic
EPI515528 | 2014703347_249520_v1_4,EPIISL158955,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,BVic
EPI514722 | B/Khabarovsk/RII43/2013,EPIISL158776,WHO National Influenza Centre Russian Federation,WHO National Influenza Centre Russian Federation,BVic
EPI510107 | 2014702335_248152_v1_4,EPIISL157849,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,BVic
EPI510084 | 2014702439_248454_v1_4,EPIISL157841,Instituto Adolfo Lutz,Centers for Disease Control and Prevention,BVic
EPI508398 | 2014705873_246540_v1_4,EPIISL157026,State of Hawaii Department of Health,Centers for Disease Control and Prevention,BVic
EPI504571 | 2014703937_246195_v1_4,EPIISL155571,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI504564 | 2014704996_246279_v1_4,EPIISL155568,Michigan Department of Community Health,Centers for Disease Control and Prevention,BVic
EPI503588 | 2014702075_246074_v1_4,EPIISL154847,Government Virus Unit,Centers for Disease Control and Prevention,BVic
EPI500365 | b-hong_kong-445-2013haD,EPIISL154042,Government Virus Unit,National Institute for Medical Research,BVic
EPI500274 | B/São Paulo/93684/2013,EPIISL154020,Instituto Adolfo Lutz,Instituto Adolfo Lutz,BVic
EPI498612 | 2013-CX0309.4,EPIISL153277,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI498327 | 2014700462_243838_v1_4,EPIISL153147,"Ministry of Health, NIHRD",Centers for Disease Control and Prevention,BVic
EPI491121 | 13S1955,EPIISL151456,Queensland Health Scientific Services,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI491118 | 13S1954,EPIISL151455,National Centre for Scientific Services for Virology  and Vector Borne Diseases,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI486461 | 2014700083_242006_v1_4,EPIISL150191,Institute of Epidemiology Disease Control and Research (IEDCR) & Bangladesh National Influenza Centre (NIC),Centers for Disease Control and Prevention,BVic
EPI477355 | b-dakar-12-2013haM,EPIISL148705,Institut Pasteur de Dakar,National Institute for Medical Research,BVic
EPI473783 | 2013762271_240786_v1_4,EPIISL147722,Laboratorio de Virus Respiratorio,Centers for Disease Control and Prevention,BVic
EPI468322 | B/Norway/2294/2013,EPIISL146025,"Health Forde, Department of Microbiology",Norwegian Institute of Public Health,BVic
EPI468116 | 2013762375_240697_v1_4,EPIISL146001,National Influenza Center French Guiana and French Indies,Centers for Disease Control and Prevention,BVic
EPI468022 | b-dakar-10-2013haM,EPIISL145962,Institut Pasteur de Dakar,National Institute for Medical Research,BVic
EPI467118 | b-estonia-77361-2013haA,EPIISL145589,Health Protection Inspectorate,National Institute for Medical Research,BVic
EPI462448 | 2013763007_238218_v1_4,EPIISL144245,Rhode Island Department of Health,Centers for Disease Control and Prevention,BVic
EPI462442 | 2013702874_238055_v1_4,EPIISL144243,Alaska State Virology Lab,Centers for Disease Control and Prevention,BVic
EPI461914 | b-ozirgeti-542-2013haF,EPIISL143989,National Centre for Disease Control and Public Health,National Institute for Medical Research,BVic
EPI461910 | b-kutaisi-384-2013haF,EPIISL143987,National Centre for Disease Control and Public Health,National Institute for Medical Research,BVic
EPI447122 | 2013762782_236343_v1_4,EPIISL140980,New York City Department of Health,Centers for Disease Control and Prevention,BVic
EPI445967 | b-tehran-1236-2012haD,EPIISL140382,Tehran University of Medical Sciences,National Institute for Medical Research,BVic
EPI442999 | B/Sweden/1/2013,EPIISL139642,,Swedish Institute for Infectious Disease Control,BVic
EPI442843 | 2013703901_234540_v1_4,EPIISL139542,Delaware Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI441036 | B/Kenya/237/2012,EPIISL139146,"US Army Medical Research Unit - Kenya (USAMRU-K), GEIS Human Influenza Program",USAMRU-K,BVic
EPI440039 | 2013702586_233779_v1_4,EPIISL138959,Alaska State Virology Lab,Centers for Disease Control and Prevention,BVic
EPI438930 | 2013704903_232857_v1_4,EPIISL138551,Southern Nevada Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI438799 | b-petropavlovsk-9-2013ha,EPIISL138523,National Reference Laboratory,National Institute for Medical Research,BVic
EPI438797 | b-tunisia-17027-2012haD,EPIISL138522,Hopital Charles Nicolle,National Institute for Medical Research,BVic
EPI431358 | b-lyon-2696-2012haD,EPIISL137216,CRR virus Influenza region Sud,National Institute for Medical Research,BVic
EPI426465 | 2013704690_230533_v1_4,EPIISL136473,Iowa State Hygienic Laboratory,Centers for Disease Control and Prevention,BVic
EPI422700 | 2013702151_230363_v1_4,EPIISL135851,National Institute of Health,Centers for Disease Control and Prevention,BVic
EPI417747 | b-jordan-20440-2012haD,EPIISL134618,Laboratory Directorate,National Institute for Medical Research,BVic
EPI417342 | 12S2995,EPIISL134487,Queensland Health Scientific Services,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI416101 | 2013705170_227493_v1_4,EPIISL133997,Wyoming Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI414275 | B/Catalonia/NSVH203407/2013,EPIISL133739,Hospital Universitari Vall d'Hebron,Hospital Universitari Vall d'Hebron,BVic
EPI408666 | 2012825713_223909_v1_4,EPIISL133082,CENETROP,Centers for Disease Control and Prevention,BVic
EPI409886 | 2013701014_226981_v1_4,EPIISL132967,Nebraska Public Health Lab,Centers for Disease Control and Prevention,BVic
EPI407068 | B/Buenos Aires/1001528/2012,EPIISL132542,Servicio de Virosis Respiratorias INEI ANLIS Carlos G. Malbran,Malbran,BVic
EPI406323 | b-santeFe-915530-2012haG,EPIISL132294,Instituto Nacional de Enfermedades Infecciosas,National Institute for Medical Research,BVic
EPI406272 | b-johannesburg-3964-2012haG,EPIISL132268,"Sandringham, National Institute for Communicable D",National Institute for Medical Research,BVic
EPI405088 | B/Malmoe/3/2012,EPIISL131861,,Swedish Institute for Infectious Disease Control,BVic
EPI401426 | A/Kenya/226/2012,EPIISL131222,,USAMRU-K,BVic
EPI398072 | 2013700356_224770_v1_4,EPIISL129785,Instituto Nacional de Enfermedades Infecciosas,Centers for Disease Control and Prevention,BVic
EPI398069 | 2013700176_224575_v1_4,EPIISL129784,Nevada State Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI397796 | 2013700036_224234_v1_4,EPIISL129721,Wyoming Public Health Laboratory,Centers for Disease Control and Prevention,BVic
EPI397478 | 2012825562_223682_v1_4,EPIISL129638,Laboratorio Nacional de Influenza,Centers for Disease Control and Prevention,BVic
EPI397158 | 2012825547_223500_v1_4,EPIISL129562,Laboratorio Nacional de Influenza,Centers for Disease Control and Prevention,BVic
EPI395196 | 2012825592_222833_v1_4,EPIISL129154,"Instituto Nacional de Higiene ""Rafael Rangel""",Centers for Disease Control and Prevention,BVic
EPI394437 | 12S2035,EPIISL128741,Canterbury Health Services,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI394387 | 12S1817,EPIISL128724,Institute of Environmental Science and Research,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI394381 | 12S1815,EPIISL128722,Canterbury Health Services,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI394367 | 12S1791,EPIISL128717,Laboratorio De Saude Publico,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI394358 | 12S1512,EPIISL128713,Institute of Medical and Veterinary Science (IMVS),WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI393585 | 2012788437_221449_v1_4,EPIISL128364,Florida Department of Health-Jacksonville,Centers for Disease Control and Prevention,BVic
EPI392618 | b-paysdeloire-1240-2012haA,EPIISL128141,CRR virus Influenza region Sud,National Institute for Medical Research,BVic
EPI392614 | b-madagascar-03142-2012haY,EPIISL128139,Institut Pasteur de Madagascar,National Institute for Medical Research,BVic
EPI392612 | b-madagascar-02856-2012haA,EPIISL128138,Institut Pasteur de Madagascar,National Institute for Medical Research,BVic
EPI392599 | b-lorraine-1023-2012haM,EPIISL128131,CRR virus Influenza region Sud,National Institute for Medical Research,BVic
EPI392581 | b-hong_kong-3514-2012haY,EPIISL128122,Government Virus Unit,National Institute for Medical Research,BVic
EPI391323 | 2012788098_221034_v1_4,EPIISL127862,Laboratorio de Virus Respiratorio,Centers for Disease Control and Prevention,BVic
EPI391321 | 2012788310_221158_v1_4,EPIISL127861,Government Virus Unit,Centers for Disease Control and Prevention,BVic
EPI387720 | 2012787409_219456_v1_4,EPIISL125887,Instituto Adolfo Lutz,Centers for Disease Control and Prevention,BVic
EPI379562 | 12S0935,EPIISL122594,Laboratorio De Saude Publico,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI379415 | 12S1193,EPIISL122550,Pathwest QE II Medical Centre,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI379403 | 12S1189,EPIISL122546,Pathwest QE II Medical Centre,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI379373 | 12S1161,EPIISL122536,Westmead Hospital,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI378186 | 2012787122_218913_v1_4,EPIISL122161,National Center for Communicable Diseases,Centers for Disease Control and Prevention,BVic
EPI378126 | 2012704955_218158_v1_4,EPIISL122139,Spokane Regional Health District,Centers for Disease Control and Prevention,BVic
EPI378050 | 2012785723_217443_v1_4,EPIISL122110,Virginia Division of Consolidated Laboratories,Centers for Disease Control and Prevention,BVic
EPI377686 | b-norway-710-2012haF,EPIISL122043,WHO National Influenza Centre,National Institute for Medical Research,BVic
EPI370042 | 12S0066,EPIISL118576,Royal Darwin Hospital,WHO Collaborating Centre for Reference and Research on Influenza,BVic
EPI368380 | 2012704431_213697_v1_4,EPIISL117027,Texas Department of State Health Services-Laboratory Services,Centers for Disease Control and Prevention,BVic
EPI366245 | 2011704313_197844_v1_4,EPIISL115057,North Carolina State Laboratory of Public Health,Centers for Disease Control and Prevention,BVic
EPI357760 | b-yaounde-20025-2011haD,EPIISL106906,Centre Pasteur du Cameroun,National Institute for Medical Research,BVic
EPI357756 | b-yaounde-19101-2011haO,EPIISL106904,Centre Pasteur du Cameroun,National Institute for Medical Research,BVic
EPI352432 | b-hong_kong-1153-2011haD,EPIISL103121,Government Virus Unit,National Institute for Medical Research,BVic
EPI347923 | 2011-CX364.4,EPIISL100833,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI347893 | 2011-CX347.4,EPIISL100818,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
EPI347875 | 2011-CX338.4,EPIISL100809,WHO Chinese National Influenza Center,WHO Chinese National Influenza Center,BVic
